date,amount,vendor,classes
2023-02-16,17800.61,TechHardware Inc,LIBRARY
2023-02-16,592.66,PrintFast,SPORTS_CENTER
2023-02-16,1928.0,TechHardware Inc,SPORTS_CENTER
2023-02-17,1585.31,Academic Books Ltd,CAFETERIA
2023-02-17,1673.26,SportsGear Pro,CAFETERIA
2023-02-17,2667.38,TechHardware Inc,CAFETERIA
2023-02-17,2877.7,PrintFast,CS_DEPT
2023-02-17,1759.01,TechHardware Inc,CS_DEPT
2023-02-17,1475.9,PrintFast,LIBRARY
2023-02-17,1006.93,TechHardware Inc,LIBRARY
2023-02-17,14083.56,TechHardware Inc,SPORTS_CENTER
2023-02-18,10098.75,Academic Books Ltd,CAFETERIA
2023-02-18,363342.38,PrintFast,CAFETERIA
2023-02-18,1803.89,PrintFast,CS_DEPT
2023-02-18,2065.87,TechHardware Inc,CS_DEPT
2023-02-18,1817.91,FreshFoods,CS_DEPT
2023-02-18,3514.95,Academic Books Ltd,LIBRARY
2023-02-18,5986.89,TechHardware Inc,LIBRARY
2023-02-18,2752.26,CleanIt All,SPORTS_CENTER
2023-02-18,2041.72,PrintFast,SPORTS_CENTER
2023-02-19,578.87,Academic Books Ltd,CAFETERIA
2023-02-19,1839.25,TechHardware Inc,CAFETERIA
2023-02-19,2758.92,FreshFoods,CAFETERIA
2023-02-19,4846.78,Academic Books Ltd,CS_DEPT
2023-02-19,5675.02,PrintFast,CS_DEPT
2023-02-19,288.66,PrintFast,LIBRARY
2023-02-19,4491.7,TechHardware Inc,LIBRARY
2023-02-19,2593.06,CleanIt All,SPORTS_CENTER
2023-02-19,1491.99,PrintFast,SPORTS_CENTER
2023-02-20,5533.84,Academic Books Ltd,CAFETERIA
2023-02-20,1349.36,PrintFast,CAFETERIA
2023-02-20,5272.54,SportsGear Pro,CS_DEPT
2023-02-20,845.86,TechHardware Inc,CS_DEPT
2023-02-20,1027.62,SportsGear Pro,LIBRARY
2023-02-20,2116.84,TechHardware Inc,LIBRARY
2023-02-20,2756.98,PrintFast,SPORTS_CENTER
2023-02-20,1778.37,TechHardware Inc,SPORTS_CENTER
2023-02-20,1511.94,FreshFoods,SPORTS_CENTER
2023-02-21,616.78,Academic Books Ltd,CAFETERIA
2023-02-21,800.5,PrintFast,CAFETERIA
2023-02-21,4324.26,PrintFast,CS_DEPT
2023-02-21,1910.17,SportsGear Pro,CS_DEPT
2023-02-21,1021.43,FreshFoods,CS_DEPT
2023-02-21,2558.9,Academic Books Ltd,LIBRARY
2023-02-21,1760.1,PrintFast,LIBRARY
2023-02-21,4581.99,TechHardware Inc,LIBRARY
2023-02-21,580.49,CleanIt All,SPORTS_CENTER
2023-02-21,1556.86,Academic Books Ltd,SPORTS_CENTER
2023-02-22,3874.95,Academic Books Ltd,CAFETERIA
2023-02-22,1743.62,PrintFast,CAFETERIA
2023-02-22,3154.84,FreshFoods,CAFETERIA
2023-02-22,3935.71,SportsGear Pro,CS_DEPT
2023-02-22,1274.84,FreshFoods,CS_DEPT
2023-02-22,1763.44,PrintFast,LIBRARY
2023-02-22,4047.25,TechHardware Inc,LIBRARY
2023-02-22,2283.19,PrintFast,SPORTS_CENTER
2023-02-22,1878.98,FreshFoods,SPORTS_CENTER
2023-02-23,1999.1,Academic Books Ltd,CAFETERIA
2023-02-23,3817.2,SportsGear Pro,CAFETERIA
2023-02-23,2381.67,FreshFoods,CS_DEPT
2023-02-23,1013.25,SportsGear Pro,LIBRARY
2023-02-23,2731.73,PrintFast,LIBRARY
2023-02-23,861.77,PrintFast,SPORTS_CENTER
2023-02-24,1047.82,Academic Books Ltd,CAFETERIA
2023-02-24,777.22,Academic Books Ltd,CS_DEPT
2023-02-24,843.68,PrintFast,CS_DEPT
2023-02-24,501.31,CleanIt All,LIBRARY
2023-02-24,25988.32,PrintFast,LIBRARY
2023-02-24,2797.59,TechHardware Inc,LIBRARY
2023-02-24,1775.05,Academic Books Ltd,SPORTS_CENTER
2023-02-24,3694.8,PrintFast,SPORTS_CENTER
2023-02-25,1248.01,SportsGear Pro,CAFETERIA
2023-02-25,718.46,FreshFoods,CAFETERIA
2023-02-25,714.52,TechHardware Inc,CS_DEPT
2023-02-25,2146.67,Academic Books Ltd,LIBRARY
2023-02-25,2096.76,PrintFast,SPORTS_CENTER
2023-02-25,10820.61,TechHardware Inc,SPORTS_CENTER
2023-02-26,648.85,SportsGear Pro,CAFETERIA
2023-02-26,803.37,Academic Books Ltd,CS_DEPT
2023-02-26,4377.94,PrintFast,LIBRARY
2023-02-26,767.35,TechHardware Inc,LIBRARY
2023-02-26,366.52,SportsGear Pro,SPORTS_CENTER
2023-02-26,1025.38,TechHardware Inc,SPORTS_CENTER
2023-02-26,2707.92,FreshFoods,SPORTS_CENTER
2023-02-27,858.84,Academic Books Ltd,CAFETERIA
2023-02-27,4591.26,PrintFast,CAFETERIA
2023-02-27,1501.88,TechHardware Inc,CAFETERIA
2023-02-27,1225.04,PrintFast,CS_DEPT
2023-02-27,3272.6,TechHardware Inc,CS_DEPT
2023-02-27,882.51,CleanIt All,LIBRARY
2023-02-27,1708.84,PrintFast,LIBRARY
2023-02-27,1618.97,FreshFoods,LIBRARY
2023-02-27,3063.07,FreshFoods,SPORTS_CENTER
2023-02-28,1458.65,PrintFast,CAFETERIA
2023-02-28,1384.12,TechHardware Inc,CAFETERIA
2023-02-28,1986.97,PrintFast,CS_DEPT
2023-02-28,5820.57,TechHardware Inc,CS_DEPT
2023-02-28,5454.22,Academic Books Ltd,LIBRARY
2023-02-28,4763.92,PrintFast,LIBRARY
2023-02-28,2535.83,CleanIt All,SPORTS_CENTER
2023-03-01,927.17,Academic Books Ltd,CAFETERIA
2023-03-01,3382.89,SportsGear Pro,CAFETERIA
2023-03-01,4861.21,FreshFoods,CAFETERIA
2023-03-01,1493.92,CleanIt All,CS_DEPT
2023-03-01,22654.28,TechHardware Inc,CS_DEPT
2023-03-01,1101.49,FreshFoods,CS_DEPT
2023-03-01,1565.75,Academic Books Ltd,LIBRARY
