date,mess_unit,vendor_name,category,amount,payment_mode,bill_no,transaction_id
2024-01-01,FACULTY-MESS,KRISHNA VEG SUPPLY,vegetables,10600.0,NEFT,BILL-20240101-1045,TXN01043
2024-01-01,FACULTY-MESS,GREEN FARM FRESH,vegetables,9800.0,NEFT,BILL-20240101-1046,TXN01044
2024-01-01,FACULTY-MESS,SARAVANA VEG TRADERS,vegetables,4900.0,NEFT,BILL-20240101-1047,TXN01045
2024-01-01,FACULTY-MESS,AAVIN DAIRY SUPPLIES,dairy,29300.0,NEFT,BILL-20240101-1048,TXN01046
2024-01-01,HOSTEL-C,SARAVANA VEG TRADERS,vegetables,3200.0,Cheque,BILL-20240101-1034,TXN01047
2024-01-01,FACULTY-MESS,KAVERI RICE MILLS,grains,30000.0,RTGS,BILL-20240101-1049,TXN01048
2024-01-01,HOSTEL-D,KAVERI RICE MILLS,grains,32200.0,Cheque,BILL-20240101-1043,TXN01049
2024-01-01,CAFE-CENTRAL,GREEN FARM FRESH,vegetables,5600.0,NEFT,BILL-20240101-1052,TXN01050
2024-01-01,CAFE-CENTRAL,KRISHNA VEG SUPPLY,vegetables,8100.0,NEFT,BILL-20240101-1051,TXN01051
2024-01-01,FACULTY-MESS,PADMAVATHI GRAIN STORE,grains,18900.0,NEFT,BILL-20240101-1050,TXN01052
2024-01-01,SPORTS-CANTEEN,PADMAVATHI GRAIN STORE,grains,43000.0,RTGS,BILL-20240101-1063,TXN01053
2024-01-01,SPORTS-CANTEEN,KAVERI RICE MILLS,grains,36600.0,NEFT,BILL-20240101-1062,TXN01054
2024-01-01,SPORTS-CANTEEN,ORGANIC GREENS CO,vegetables,6200.0,NEFT,BILL-20240101-1060,TXN01055
2024-01-01,SPORTS-CANTEEN,SARAVANA VEG TRADERS,vegetables,10500.0,NEFT,BILL-20240101-1059,TXN01056
2024-01-01,SPORTS-CANTEEN,AAVIN DAIRY SUPPLIES,dairy,17500.0,NEFT,BILL-20240101-1061,TXN01057
2024-01-01,SPORTS-CANTEEN,GREEN FARM FRESH,vegetables,8700.0,RTGS,BILL-20240101-1058,TXN01058
2024-01-01,SPORTS-CANTEEN,KRISHNA VEG SUPPLY,vegetables,7000.0,NEFT,BILL-20240101-1057,TXN01059
2024-01-01,CAFE-CENTRAL,PADMAVATHI GRAIN STORE,grains,38300.0,NEFT,BILL-20240101-1056,TXN01060
2024-01-01,CAFE-CENTRAL,KAVERI RICE MILLS,grains,47700.0,NEFT,BILL-20240101-1055,TXN01061
2024-01-01,CAFE-CENTRAL,AAVIN DAIRY SUPPLIES,dairy,28200.0,NEFT,BILL-20240101-1054,TXN01062
2024-01-01,CAFE-CENTRAL,SARAVANA VEG TRADERS,vegetables,4400.0,NEFT,BILL-20240101-1053,TXN01063
2024-01-05,CDH-3,KRISHNA VEG SUPPLY,vegetables,9800.0,RTGS,BILL-20240105-1070,TXN01064
2024-01-05,CDH-1,SARAVANA VEG TRADERS,vegetables,4400.0,Cheque,BILL-20240105-1066,TXN01065
2024-01-05,CDH-2,KRISHNA VEG SUPPLY,vegetables,5600.0,NEFT,BILL-20240105-1067,TXN01066
2024-01-05,CDH-2,GREEN FARM FRESH,vegetables,3700.0,RTGS,BILL-20240105-1068,TXN01067
2024-01-05,CDH-2,SARAVANA VEG TRADERS,vegetables,5300.0,NEFT,BILL-20240105-1069,TXN01068
2024-01-05,CDH-1,GREEN FARM FRESH,vegetables,8000.0,NEFT,BILL-20240105-1065,TXN01069
2024-01-05,CDH-1,KRISHNA VEG SUPPLY,vegetables,9600.0,NEFT,BILL-20240105-1064,TXN01070
2024-01-05,CDH-3,GREEN FARM FRESH,vegetables,10900.0,NEFT,BILL-20240105-1071,TXN01071
2024-01-05,HOSTEL-A,KRISHNA VEG SUPPLY,vegetables,5800.0,NEFT,BILL-20240105-1073,TXN01072
2024-01-05,HOSTEL-A,GREEN FARM FRESH,vegetables,2700.0,NEFT,BILL-20240105-1074,TXN01073
2024-01-05,HOSTEL-B,GREEN FARM FRESH,vegetables,10500.0,NEFT,BILL-20240105-1078,TXN01074
2024-01-05,HOSTEL-A,DESI SABZI CENTRE,vegetables,6600.0,NEFT,BILL-20240105-1076,TXN01075
2024-01-05,HOSTEL-B,KRISHNA VEG SUPPLY,vegetables,10800.0,NEFT,BILL-20240105-1077,TXN01076
2024-01-05,HOSTEL-C,KRISHNA VEG SUPPLY,vegetables,7300.0,RTGS,BILL-20240105-1080,TXN01077
2024-01-05,CDH-3,SARAVANA VEG TRADERS,vegetables,2600.0,NEFT,BILL-20240105-1072,TXN01078
2024-01-05,HOSTEL-B,SARAVANA VEG TRADERS,vegetables,3900.0,NEFT,BILL-20240105-1079,TXN01079
2024-01-05,SPORTS-CANTEEN,GREEN FARM FRESH,vegetables,4900.0,NEFT,BILL-20240105-1094,TXN01080
2024-01-05,HOSTEL-C,GREEN FARM FRESH,vegetables,7200.0,RTGS,BILL-20240105-1081,TXN01081
2024-01-05,HOSTEL-A,SARAVANA VEG TRADERS,vegetables,10700.0,NEFT,BILL-20240105-1075,TXN01082
2024-01-05,HOSTEL-D,KRISHNA VEG SUPPLY,vegetables,10800.0,RTGS,BILL-20240105-1084,TXN01083
2024-01-05,HOSTEL-D,GREEN FARM FRESH,vegetables,4400.0,NEFT,BILL-20240105-1085,TXN01084
2024-01-05,HOSTEL-D,SARAVANA VEG TRADERS,vegetables,3500.0,NEFT,BILL-20240105-1086,TXN01085
2024-01-05,FACULTY-MESS,KRISHNA VEG SUPPLY,vegetables,8700.0,NEFT,BILL-20240105-1087,TXN01086
2024-01-05,HOSTEL-C,ANNAPOORNA VEGETABLES,vegetables,10800.0,NEFT,BILL-20240105-1083,TXN01087
2024-01-05,FACULTY-MESS,SARAVANA VEG TRADERS,vegetables,10300.0,NEFT,BILL-20240105-1089,TXN01088
2024-01-05,FACULTY-MESS,GREEN FARM FRESH,vegetables,4400.0,NEFT,BILL-20240105-1088,TXN01089
2024-01-05,CAFE-CENTRAL,GREEN FARM FRESH,vegetables,8500.0,NEFT,BILL-20240105-1091,TXN01090
2024-01-05,CAFE-CENTRAL,SARAVANA VEG TRADERS,vegetables,5800.0,RTGS,BILL-20240105-1092,TXN01091
2024-01-05,SPORTS-CANTEEN,KRISHNA VEG SUPPLY,vegetables,3800.0,NEFT,BILL-20240105-1093,TXN01092
2024-01-05,CAFE-CENTRAL,KRISHNA VEG SUPPLY,vegetables,7300.0,NEFT,BILL-20240105-1090,TXN01093
2024-01-05,SPORTS-CANTEEN,SARAVANA VEG TRADERS,vegetables,4000.0,NEFT,BILL-20240105-1095,TXN01094
2024-01-05,HOSTEL-C,SARAVANA VEG TRADERS,vegetables,7300.0,RTGS,BILL-20240105-1082,TXN01095
2024-01-05,SPORTS-CANTEEN,ORGANIC GREENS CO,vegetables,8500.0,NEFT,BILL-20240105-1096,TXN01096
2024-01-09,CDH-1,KRISHNA VEG SUPPLY,vegetables,6400.0,RTGS,BILL-20240109-1097,TXN01097
2024-01-09,CDH-1,GREEN FARM FRESH,vegetables,4400.0,Cheque,BILL-20240109-1098,TXN01098
2024-01-09,CDH-2,KRISHNA VEG SUPPLY,vegetables,7300.0,NEFT,BILL-20240109-1100,TXN01099
2024-01-09,CDH-2,GREEN FARM FRESH,vegetables,7300.0,NEFT,BILL-20240109-1101,TXN01100
2024-01-09,CDH-2,SARAVANA VEG TRADERS,vegetables,7900.0,NEFT,BILL-20240109-1102,TXN01101
2024-01-09,CDH-3,KRISHNA VEG SUPPLY,vegetables,6300.0,NEFT,BILL-20240109-1103,TXN01102
2024-01-09,HOSTEL-A,KRISHNA VEG SUPPLY,vegetables,3000.0,RTGS,BILL-20240109-1106,TXN01103
2024-01-09,CDH-3,SARAVANA VEG TRADERS,vegetables,9500.0,NEFT,BILL-20240109-1105,TXN01104
2024-01-09,HOSTEL-A,GREEN FARM FRESH,vegetables,4800.0,RTGS,BILL-20240109-1107,TXN01105
2024-01-09,HOSTEL-A,SARAVANA VEG TRADERS,vegetables,3200.0,NEFT,BILL-20240109-1108,TXN01106
2024-01-09,HOSTEL-A,DESI SABZI CENTRE,vegetables,4200.0,RTGS,BILL-20240109-1109,TXN01107
2024-01-09,HOSTEL-B,KRISHNA VEG SUPPLY,vegetables,8500.0,NEFT,BILL-20240109-1110,TXN01108
2024-01-09,HOSTEL-B,GREEN FARM FRESH,vegetables,5200.0,NEFT,BILL-20240109-1111,TXN01109
2024-01-09,CDH-3,GREEN FARM FRESH,vegetables,3600.0,NEFT,BILL-20240109-1104,TXN01110
2024-01-09,CDH-1,SARAVANA VEG TRADERS,vegetables,7600.0,RTGS,BILL-20240109-1099,TXN01111
2024-01-09,HOSTEL-C,SARAVANA VEG TRADERS,vegetables,7400.0,NEFT,BILL-20240109-1115,TXN01112
2024-01-09,HOSTEL-B,SARAVANA VEG TRADERS,vegetables,5300.0,NEFT,BILL-20240109-1112,TXN01113
2024-01-09,FACULTY-MESS,SARAVANA VEG TRADERS,vegetables,7000.0,NEFT,BILL-20240109-1122,TXN01114
2024-01-09,HOSTEL-C,KRISHNA VEG SUPPLY,vegetables,4800.0,RTGS,BILL-20240109-1113,TXN01115
2024-01-09,HOSTEL-C,ANNAPOORNA VEGETABLES,vegetables,8900.0,Cheque,BILL-20240109-1116,TXN01116
2024-01-09,HOSTEL-D,KRISHNA VEG SUPPLY,vegetables,7000.0,NEFT,BILL-20240109-1117,TXN01117
2024-01-09,HOSTEL-D,SARAVANA VEG TRADERS,vegetables,3000.0,Cheque,BILL-20240109-1119,TXN01118
2024-01-09,FACULTY-MESS,KRISHNA VEG SUPPLY,vegetables,3800.0,RTGS,BILL-20240109-1120,TXN01119
2024-01-09,FACULTY-MESS,GREEN FARM FRESH,vegetables,7900.0,RTGS,BILL-20240109-1121,TXN01120
2024-01-09,CAFE-CENTRAL,GREEN FARM FRESH,vegetables,7400.0,NEFT,BILL-20240109-1124,TXN01121
2024-01-09,HOSTEL-D,GREEN FARM FRESH,vegetables,8300.0,NEFT,BILL-20240109-1118,TXN01122
2024-01-09,CAFE-CENTRAL,SARAVANA VEG TRADERS,vegetables,7800.0,RTGS,BILL-20240109-1125,TXN01123
2024-01-09,SPORTS-CANTEEN,KRISHNA VEG SUPPLY,vegetables,6500.0,NEFT,BILL-20240109-1126,TXN01124
2024-01-09,SPORTS-CANTEEN,GREEN FARM FRESH,vegetables,6800.0,NEFT,BILL-20240109-1127,TXN01125
2024-01-09,SPORTS-CANTEEN,SARAVANA VEG TRADERS,vegetables,3900.0,NEFT,BILL-20240109-1128,TXN01126
2024-01-09,HOSTEL-C,GREEN FARM FRESH,vegetables,2400.0,NEFT,BILL-20240109-1114,TXN01127
2024-01-09,SPORTS-CANTEEN,ORGANIC GREENS CO,vegetables,12400.0,NEFT,BILL-20240109-1129,TXN01128
2024-01-09,CAFE-CENTRAL,KRISHNA VEG SUPPLY,vegetables,6200.0,Cheque,BILL-20240109-1123,TXN01129
2024-01-13,CDH-3,GREEN FARM FRESH,vegetables,6500.0,NEFT,BILL-20240113-1139,TXN01130
2024-01-13,CDH-1,GREEN FARM FRESH,vegetables,6200.0,NEFT,BILL-20240113-1131,TXN01131
2024-01-13,CDH-1,AAVIN DAIRY SUPPLIES,dairy,17400.0,NEFT,BILL-20240113-1133,TXN01132
2024-01-13,CDH-2,KRISHNA VEG SUPPLY,vegetables,7700.0,NEFT,BILL-20240113-1134,TXN01133
2024-01-13,CDH-2,GREEN FARM FRESH,vegetables,2400.0,NEFT,BILL-20240113-1135,TXN01134
2024-01-13,CDH-2,SARAVANA VEG TRADERS,vegetables,3600.0,RTGS,BILL-20240113-1136,TXN01135
2024-01-13,CDH-2,AAVIN DAIRY SUPPLIES,dairy,12100.0,NEFT,BILL-20240113-1137,TXN01136
2024-01-13,CDH-3,KRISHNA VEG SUPPLY,vegetables,9700.0,NEFT,BILL-20240113-1138,TXN01137
2024-01-13,CDH-1,SARAVANA VEG TRADERS,vegetables,6500.0,Cheque,BILL-20240113-1132,TXN01138
2024-01-13,HOSTEL-A,GREEN FARM FRESH,vegetables,8300.0,NEFT,BILL-20240113-1143,TXN01139
2024-01-13,CDH-3,SARAVANA VEG TRADERS,vegetables,3300.0,Cheque,BILL-20240113-1140,TXN01140
2024-01-13,HOSTEL-B,SARAVANA VEG TRADERS,vegetables,2300.0,RTGS,BILL-20240113-1149,TXN01141
2024-01-13,HOSTEL-B,KRISHNA VEG SUPPLY,vegetables,3400.0,RTGS,BILL-20240113-1147,TXN01142
2024-01-13,HOSTEL-A,AAVIN DAIRY SUPPLIES,dairy,10900.0,RTGS,BILL-20240113-1146,TXN01143
2024-01-13,HOSTEL-B,GREEN FARM FRESH,vegetables,6300.0,NEFT,BILL-20240113-1148,TXN01144
2024-01-13,HOSTEL-A,SARAVANA VEG TRADERS,vegetables,3600.0,NEFT,BILL-20240113-1144,TXN01145
2024-01-13,HOSTEL-A,KRISHNA VEG SUPPLY,vegetables,8800.0,NEFT,BILL-20240113-1142,TXN01146
2024-01-13,HOSTEL-A,DESI SABZI CENTRE,vegetables,6700.0,NEFT,BILL-20240113-1145,TXN01147
2024-01-13,HOSTEL-C,KRISHNA VEG SUPPLY,vegetables,3300.0,NEFT,BILL-20240113-1151,TXN01148
2024-01-13,CDH-3,AAVIN DAIRY SUPPLIES,dairy,18600.0,NEFT,BILL-20240113-1141,TXN01149
2024-01-13,HOSTEL-B,AAVIN DAIRY SUPPLIES,dairy,20500.0,NEFT,BILL-20240113-1150,TXN01150
2024-01-13,FACULTY-MESS,GREEN FARM FRESH,vegetables,6300.0,NEFT,BILL-20240113-1161,TXN01151
2024-01-13,HOSTEL-C,GREEN FARM FRESH,vegetables,2400.0,NEFT,BILL-20240113-1152,TXN01152
2024-01-13,CDH-1,KRISHNA VEG SUPPLY,vegetables,5300.0,NEFT,BILL-20240113-1130,TXN01153
2024-01-13,HOSTEL-C,ANNAPOORNA VEGETABLES,vegetables,10700.0,NEFT,BILL-20240113-1154,TXN01154
2024-01-13,HOSTEL-D,KRISHNA VEG SUPPLY,vegetables,8600.0,NEFT,BILL-20240113-1156,TXN01155
2024-01-13,HOSTEL-D,GREEN FARM FRESH,vegetables,8500.0,RTGS,BILL-20240113-1157,TXN01156
2024-01-13,HOSTEL-D,SARAVANA VEG TRADERS,vegetables,5100.0,NEFT,BILL-20240113-1158,TXN01157
2024-01-13,HOSTEL-D,AAVIN DAIRY SUPPLIES,dairy,12400.0,RTGS,BILL-20240113-1159,TXN01158
2024-01-13,FACULTY-MESS,KRISHNA VEG SUPPLY,vegetables,7700.0,NEFT,BILL-20240113-1160,TXN01159
2024-01-13,FACULTY-MESS,SARAVANA VEG TRADERS,vegetables,7100.0,RTGS,BILL-20240113-1162,TXN01160
2024-01-13,SPORTS-CANTEEN,SARAVANA VEG TRADERS,vegetables,3200.0,NEFT,BILL-20240113-1170,TXN01161
2024-01-13,HOSTEL-C,AAVIN DAIRY SUPPLIES,dairy,19900.0,NEFT,BILL-20240113-1155,TXN01162
2024-01-13,CAFE-CENTRAL,GREEN FARM FRESH,vegetables,3400.0,NEFT,BILL-20240113-1165,TXN01163
2024-01-13,CAFE-CENTRAL,KRISHNA VEG SUPPLY,vegetables,7800.0,NEFT,BILL-20240113-1164,TXN01164
2024-01-13,FACULTY-MESS,AAVIN DAIRY SUPPLIES,dairy,19100.0,RTGS,BILL-20240113-1163,TXN01165
2024-01-13,SPORTS-CANTEEN,AAVIN DAIRY SUPPLIES,dairy,16900.0,NEFT,BILL-20240113-1172,TXN01166
2024-01-13,SPORTS-CANTEEN,ORGANIC GREENS CO,vegetables,4800.0,NEFT,BILL-20240113-1171,TXN01167
2024-01-13,HOSTEL-C,SARAVANA VEG TRADERS,vegetables,8100.0,NEFT,BILL-20240113-1153,TXN01168
2024-01-13,SPORTS-CANTEEN,KRISHNA VEG SUPPLY,vegetables,9500.0,RTGS,BILL-20240113-1168,TXN01169
2024-01-13,CAFE-CENTRAL,AAVIN DAIRY SUPPLIES,dairy,15500.0,NEFT,BILL-20240113-1167,TXN01170
2024-01-13,CAFE-CENTRAL,SARAVANA VEG TRADERS,vegetables,2600.0,NEFT,BILL-20240113-1166,TXN01171
2024-01-13,SPORTS-CANTEEN,GREEN FARM FRESH,vegetables,7100.0,RTGS,BILL-20240113-1169,TXN01172
2024-01-17,CDH-1,AAVIN DAIRY SUPPLIES,dairy,16900.0,NEFT,BILL-20240117-1173,TXN01173
2024-01-17,CDH-2,MOTHER DAIRY AGENCY,dairy,6500.0,NEFT,BILL-20240117-1178,TXN01174
2024-01-17,CDH-1,AMUL DISTRIBUTOR TVM,dairy,15300.0,NEFT,BILL-20240117-1174,TXN01175
2024-01-17,CDH-1,MOTHER DAIRY AGENCY,dairy,7500.0,Cheque,BILL-20240117-1175,TXN01176
2024-01-17,CDH-2,AAVIN DAIRY SUPPLIES,dairy,14600.0,NEFT,BILL-20240117-1176,TXN01177
2024-01-17,CDH-2,AMUL DISTRIBUTOR TVM,dairy,15600.0,NEFT,BILL-20240117-1177,TXN01178
2024-01-17,CDH-3,AAVIN DAIRY SUPPLIES,dairy,10200.0,Cheque,BILL-20240117-1179,TXN01179
2024-01-17,HOSTEL-A,MOTHER DAIRY AGENCY,dairy,9500.0,RTGS,BILL-20240117-1184,TXN01180
2024-01-17,CDH-3,MOTHER DAIRY AGENCY,dairy,7600.0,NEFT,BILL-20240117-1181,TXN01181
2024-01-17,HOSTEL-A,AAVIN DAIRY SUPPLIES,dairy,22600.0,RTGS,BILL-20240117-1182,TXN01182
2024-01-17,HOSTEL-A,AMUL DISTRIBUTOR TVM,dairy,8300.0,Cheque,BILL-20240117-1183,TXN01183
2024-01-17,HOSTEL-B,AAVIN DAIRY SUPPLIES,dairy,20900.0,NEFT,BILL-20240117-1185,TXN01184
2024-01-17,HOSTEL-B,MOTHER DAIRY AGENCY,dairy,12900.0,NEFT,BILL-20240117-1187,TXN01185
2024-01-17,CDH-3,AMUL DISTRIBUTOR TVM,dairy,11900.0,NEFT,BILL-20240117-1180,TXN01186
2024-01-17,HOSTEL-B,NANDINI MILK DEPOT,dairy,4200.0,NEFT,BILL-20240117-1188,TXN01187
2024-01-17,HOSTEL-C,AAVIN DAIRY SUPPLIES,dairy,22800.0,NEFT,BILL-20240117-1189,TXN01188
2024-01-17,SPORTS-CANTEEN,AMUL DISTRIBUTOR TVM,dairy,15300.0,RTGS,BILL-20240117-1205,TXN01189
2024-01-17,HOSTEL-B,AMUL DISTRIBUTOR TVM,dairy,6100.0,NEFT,BILL-20240117-1186,TXN01190
2024-01-17,FACULTY-MESS,HERITAGE DAIRY CENTRE,dairy,6100.0,RTGS,BILL-20240117-1199,TXN01191
2024-01-17,HOSTEL-C,NANDINI MILK DEPOT,dairy,10700.0,RTGS,BILL-20240117-1192,TXN01192
2024-01-17,FACULTY-MESS,AMUL DISTRIBUTOR TVM,dairy,12900.0,NEFT,BILL-20240117-1197,TXN01193
2024-01-17,HOSTEL-D,AAVIN DAIRY SUPPLIES,dairy,21400.0,NEFT,BILL-20240117-1193,TXN01194
2024-01-17,HOSTEL-D,AMUL DISTRIBUTOR TVM,dairy,11800.0,Cheque,BILL-20240117-1194,TXN01195
2024-01-17,HOSTEL-D,MOTHER DAIRY AGENCY,dairy,10300.0,NEFT,BILL-20240117-1195,TXN01196
2024-01-17,FACULTY-MESS,AAVIN DAIRY SUPPLIES,dairy,21200.0,NEFT,BILL-20240117-1196,TXN01197
2024-01-17,FACULTY-MESS,MOTHER DAIRY AGENCY,dairy,10300.0,NEFT,BILL-20240117-1198,TXN01198
2024-01-17,HOSTEL-C,AMUL DISTRIBUTOR TVM,dairy,7200.0,NEFT,BILL-20240117-1190,TXN01199
2024-01-17,CAFE-CENTRAL,AAVIN DAIRY SUPPLIES,dairy,13200.0,NEFT,BILL-20240117-1200,TXN01200
2024-01-17,CAFE-CENTRAL,AMUL DISTRIBUTOR TVM,dairy,10300.0,RTGS,BILL-20240117-1201,TXN01201
2024-01-17,CAFE-CENTRAL,MOTHER DAIRY AGENCY,dairy,11600.0,Cheque,BILL-20240117-1202,TXN01202
2024-01-17,SPORTS-CANTEEN,AAVIN DAIRY SUPPLIES,dairy,19300.0,RTGS,BILL-20240117-1204,TXN01203
2024-01-17,SPORTS-CANTEEN,MOTHER DAIRY AGENCY,dairy,16100.0,NEFT,BILL-20240117-1206,TXN01204
2024-01-17,SPORTS-CANTEEN,NANDINI MILK DEPOT,dairy,13500.0,NEFT,BILL-20240117-1207,TXN01205
2024-01-17,HOSTEL-C,MOTHER DAIRY AGENCY,dairy,6400.0,RTGS,BILL-20240117-1191,TXN01206
2024-01-17,CAFE-CENTRAL,NANDINI MILK DEPOT,dairy,12600.0,NEFT,BILL-20240117-1203,TXN01207
2024-01-21,HOSTEL-C,AAVIN DAIRY SUPPLIES,dairy,23800.0,NEFT,BILL-20240121-1224,TXN01208
2024-01-21,CDH-1,AAVIN DAIRY SUPPLIES,dairy,22700.0,NEFT,BILL-20240121-1208,TXN01209
2024-01-21,CDH-1,AMUL DISTRIBUTOR TVM,dairy,6100.0,NEFT,BILL-20240121-1209,TXN01210
2024-01-21,CDH-1,MOTHER DAIRY AGENCY,dairy,9400.0,NEFT,BILL-20240121-1210,TXN01211
2024-01-21,CDH-2,AAVIN DAIRY SUPPLIES,dairy,16900.0,NEFT,BILL-20240121-1211,TXN01212
2024-01-21,CDH-2,MOTHER DAIRY AGENCY,dairy,13000.0,NEFT,BILL-20240121-1213,TXN01213
2024-01-21,CDH-3,AAVIN DAIRY SUPPLIES,dairy,23800.0,NEFT,BILL-20240121-1214,TXN01214
2024-01-21,HOSTEL-A,AMUL DISTRIBUTOR TVM,dairy,11700.0,NEFT,BILL-20240121-1218,TXN01215
2024-01-21,CDH-3,MOTHER DAIRY AGENCY,dairy,8700.0,NEFT,BILL-20240121-1216,TXN01216
2024-01-21,HOSTEL-A,AAVIN DAIRY SUPPLIES,dairy,23200.0,NEFT,BILL-20240121-1217,TXN01217
2024-01-21,HOSTEL-A,MOTHER DAIRY AGENCY,dairy,9700.0,NEFT,BILL-20240121-1219,TXN01218
2024-01-21,HOSTEL-B,AAVIN DAIRY SUPPLIES,dairy,21800.0,NEFT,BILL-20240121-1220,TXN01219
2024-01-21,HOSTEL-B,AMUL DISTRIBUTOR TVM,dairy,6100.0,NEFT,BILL-20240121-1221,TXN01220
2024-01-21,HOSTEL-B,MOTHER DAIRY AGENCY,dairy,6000.0,NEFT,BILL-20240121-1222,TXN01221
