date,amount,vendor,classes
2023-02-12,4802.4,FuelExpress,SAFETY_OFFICE
2023-02-12,7176.94,SafeGuards Inc,SAFETY_OFFICE
2023-02-12,1394.25,ToolTime,SAFETY_OFFICE
2023-02-12,2184.62,SafeGuards Inc,SITE_A
2023-02-12,608.6,ToolTime,SITE_A
2023-02-12,13369.55,ConcreteMix Co,SITE_A
2023-02-12,237.08,ToolTime,SITE_B
2023-02-13,640.95,BuildBase Steel,LOGISTICS
2023-02-13,1204.26,ConcreteMix Co,LOGISTICS
2023-02-13,2401.31,HeavyLift Rentals,SAFETY_OFFICE
2023-02-13,4310.27,ToolTime,SAFETY_OFFICE
2023-02-13,3321.27,BuildBase Steel,SITE_A
2023-02-13,556.48,ConcreteMix Co,SITE_A
2023-02-13,654.23,HeavyLift Rentals,SITE_B
2023-02-13,789.5,FuelExpress,SITE_B
2023-02-14,4332.6,HeavyLift Rentals,LOGISTICS
2023-02-14,1625.45,FuelExpress,LOGISTICS
2023-02-14,40819.58,BuildBase Steel,SAFETY_OFFICE
2023-02-14,13842.56,ToolTime,SAFETY_OFFICE
2023-02-14,8307.53,ConcreteMix Co,SAFETY_OFFICE
2023-02-14,1431.92,FuelExpress,SITE_A
2023-02-14,8996.63,BuildBase Steel,SITE_A
2023-02-14,12987.18,SafeGuards Inc,SITE_A
2023-02-14,2820.69,BuildBase Steel,SITE_B
2023-02-14,1722.64,ConcreteMix Co,SITE_B
2023-02-15,411.96,BuildBase Steel,LOGISTICS
2023-02-15,9615.71,ConcreteMix Co,LOGISTICS
2023-02-15,951.05,HeavyLift Rentals,SAFETY_OFFICE
2023-02-15,1212.3,SafeGuards Inc,SAFETY_OFFICE
2023-02-15,2440.22,BuildBase Steel,SAFETY_OFFICE
2023-02-15,482.7,FuelExpress,SITE_A
2023-02-15,3896.75,ConcreteMix Co,SITE_A
2023-02-15,3098.14,ToolTime,SITE_A
2023-02-15,375.58,FuelExpress,SITE_B
2023-02-16,379.38,FuelExpress,LOGISTICS
2023-02-16,845.5,ToolTime,LOGISTICS
2023-02-16,1399.7,ConcreteMix Co,LOGISTICS
2023-02-16,3962.74,BuildBase Steel,SAFETY_OFFICE
2023-02-16,42943.83,HeavyLift Rentals,SITE_A
2023-02-16,49983.48,BuildBase Steel,SITE_A
2023-02-16,7606.47,BuildBase Steel,SITE_B
2023-02-16,2722.45,ConcreteMix Co,SITE_B
2023-02-17,1214.69,FuelExpress,LOGISTICS
2023-02-17,1673.16,BuildBase Steel,LOGISTICS
2023-02-17,463.95,HeavyLift Rentals,SAFETY_OFFICE
2023-02-17,7663.54,BuildBase Steel,SAFETY_OFFICE
2023-02-17,1850.42,BuildBase Steel,SITE_A
2023-02-17,716.51,ConcreteMix Co,SITE_A
2023-02-17,2240.06,BuildBase Steel,SITE_B
2023-02-17,2397.12,SafeGuards Inc,SITE_B
2023-02-17,912.26,ConcreteMix Co,SITE_B
2023-02-18,3894.74,BuildBase Steel,LOGISTICS
2023-02-18,791.94,ConcreteMix Co,LOGISTICS
2023-02-18,4064.09,FuelExpress,SAFETY_OFFICE
2023-02-18,758.8,ConcreteMix Co,SAFETY_OFFICE
2023-02-18,1503.05,SafeGuards Inc,SITE_A
2023-02-18,5530.78,ConcreteMix Co,SITE_B
2023-02-19,1850.34,FuelExpress,LOGISTICS
2023-02-19,741.03,ConcreteMix Co,LOGISTICS
2023-02-19,3950.09,ToolTime,LOGISTICS
2023-02-19,1393.21,BuildBase Steel,SAFETY_OFFICE
2023-02-19,2755.89,ConcreteMix Co,SAFETY_OFFICE
2023-02-19,2943.85,HeavyLift Rentals,SITE_A
2023-02-19,1963.3,FuelExpress,SITE_A
2023-02-19,3798.46,ToolTime,SITE_A
2023-02-19,919.94,SafeGuards Inc,SITE_B
2023-02-19,860.06,ConcreteMix Co,SITE_B
2023-02-20,531.33,HeavyLift Rentals,LOGISTICS
2023-02-20,4072.24,FuelExpress,LOGISTICS
2023-02-20,1218.61,FuelExpress,SAFETY_OFFICE
2023-02-20,680.8,BuildBase Steel,SAFETY_OFFICE
2023-02-20,995.66,BuildBase Steel,SITE_A
2023-02-20,1854.63,ConcreteMix Co,SITE_A
2023-02-20,8410.63,HeavyLift Rentals,SITE_B
2023-02-20,1285.18,FuelExpress,SITE_B
2023-02-21,894.77,HeavyLift Rentals,LOGISTICS
2023-02-21,227.68,FuelExpress,LOGISTICS
2023-02-21,4128.95,ConcreteMix Co,LOGISTICS
2023-02-21,2686.05,BuildBase Steel,SAFETY_OFFICE
2023-02-21,3355.61,ConcreteMix Co,SAFETY_OFFICE
2023-02-21,395.24,BuildBase Steel,SITE_A
2023-02-21,1322.15,SafeGuards Inc,SITE_B
2023-02-21,1812.71,ConcreteMix Co,SITE_B
2023-02-22,1407.37,HeavyLift Rentals,LOGISTICS
2023-02-22,1352.73,FuelExpress,LOGISTICS
2023-02-22,394.67,SafeGuards Inc,SAFETY_OFFICE
2023-02-22,500.96,ToolTime,SAFETY_OFFICE
2023-02-22,3158.61,FuelExpress,SITE_A
2023-02-22,133.32,SafeGuards Inc,SITE_A
2023-02-22,4689.77,ToolTime,SITE_A
2023-02-22,876.24,BuildBase Steel,SITE_B
2023-02-22,2102.85,ConcreteMix Co,SITE_B
2023-02-23,3505.17,HeavyLift Rentals,LOGISTICS
2023-02-23,1127.44,FuelExpress,LOGISTICS
2023-02-23,2969.63,HeavyLift Rentals,SAFETY_OFFICE
2023-02-23,2463.27,BuildBase Steel,SITE_A
2023-02-23,5547.48,ConcreteMix Co,SITE_A
2023-02-23,628.86,ToolTime,SITE_A
2023-02-23,3395.47,HeavyLift Rentals,SITE_B
2023-02-23,4618.24,FuelExpress,SITE_B
2023-02-24,2109.19,HeavyLift Rentals,LOGISTICS
2023-02-24,933.54,FuelExpress,LOGISTICS
2023-02-24,863.15,BuildBase Steel,SAFETY_OFFICE
2023-02-24,2152.91,ConcreteMix Co,SAFETY_OFFICE
2023-02-24,378.5,BuildBase Steel,SITE_A
2023-02-24,3828.97,ConcreteMix Co,SITE_A
2023-02-24,1535.46,HeavyLift Rentals,SITE_B
2023-02-24,4222.79,SafeGuards Inc,SITE_B
2023-02-24,1317.1,BuildBase Steel,SITE_B
2023-02-25,3616.91,HeavyLift Rentals,LOGISTICS
2023-02-25,2464.75,SafeGuards Inc,LOGISTICS
2023-02-25,1545.61,HeavyLift Rentals,SAFETY_OFFICE
2023-02-25,5665.36,SafeGuards Inc,SITE_A
2023-02-25,1767.23,ConcreteMix Co,SITE_A
2023-02-25,366.9,BuildBase Steel,SITE_A
2023-02-25,2211.36,HeavyLift Rentals,SITE_B
2023-02-25,960.28,BuildBase Steel,SITE_B
2023-02-26,1129.25,BuildBase Steel,LOGISTICS
2023-02-26,3741.71,ConcreteMix Co,LOGISTICS
2023-02-26,5513.41,BuildBase Steel,SAFETY_OFFICE
2023-02-26,9228.61,ConcreteMix Co,SAFETY_OFFICE
2023-02-26,2550.85,BuildBase Steel,SITE_A
2023-02-26,3904.51,ConcreteMix Co,SITE_A
2023-02-26,307.94,ConcreteMix Co,SITE_B
2023-02-27,914.82,ConcreteMix Co,LOGISTICS
2023-02-27,5914.22,HeavyLift Rentals,SAFETY_OFFICE
2023-02-27,400.2,FuelExpress,SAFETY_OFFICE
2023-02-27,1894.35,ConcreteMix Co,SITE_A
2023-02-27,220.7,ToolTime,SITE_A
2023-02-27,2575.76,BuildBase Steel,SITE_B
2023-02-27,22513.37,ConcreteMix Co,SITE_B
2023-02-28,358.52,BuildBase Steel,LOGISTICS
2023-02-28,198.88,ConcreteMix Co,LOGISTICS
2023-02-28,323.63,HeavyLift Rentals,SAFETY_OFFICE
2023-02-28,1476.09,BuildBase Steel,SAFETY_OFFICE
2023-02-28,1713.64,ConcreteMix Co,SITE_A
2023-02-28,867.3,HeavyLift Rentals,SITE_B
2023-02-28,1036.06,FuelExpress,SITE_B
2023-03-01,4427.6,HeavyLift Rentals,LOGISTICS
2023-03-01,996.23,SafeGuards Inc,LOGISTICS
2023-03-01,2577.46,ConcreteMix Co,LOGISTICS
2023-03-01,1739.88,BuildBase Steel,SAFETY_OFFICE
2023-03-01,1235.25,ToolTime,SAFETY_OFFICE
2023-03-01,2329.02,FuelExpress,SITE_A
2023-03-01,569.23,SafeGuards Inc,SITE_A
2023-03-01,352.45,HeavyLift Rentals,SITE_B
2023-03-01,1044.67,FuelExpress,SITE_B
2023-03-02,1151.24,BuildBase Steel,LOGISTICS
2023-03-02,4323.61,ConcreteMix Co,LOGISTICS
2023-03-02,945.84,SafeGuards Inc,SAFETY_OFFICE
2023-03-02,3164.91,ConcreteMix Co,SITE_A
2023-03-02,710.48,ToolTime,SITE_B
2023-03-03,1387.82,HeavyLift Rentals,LOGISTICS
2023-03-03,3117.9,ToolTime,LOGISTICS
