date,amount,vendor,classes
2023-01-08,2848.46,Priya Vegitables Chalai,CANTEEN
2023-01-08,38189.57,Amma Vegitables,CANTEEN
2023-01-08,1193.71,C H M Traders Nandini,GUEST HOUSE
2023-01-08,1076.49,Milan Agencies,GUEST HOUSE
2023-01-08,842.18,C H M Traders Nandini,MESS 1
2023-01-08,18482.91,Milan Agencies,MESS 1
2023-01-08,2705.23,C H M Traders Nandini,MESS 2
2023-01-08,41282.57,General Provision Store,MESS 2
2023-01-09,1713.18,Daily Fresh Milk,CANTEEN
2023-01-09,426.24,Spice World,GUEST HOUSE
2023-01-09,419.09,Wholesale Flour,GUEST HOUSE
2023-01-09,3317.59,Priya Vegitables Chalai,MESS 1
2023-01-09,3304.02,Amma Vegitables,MESS 1
2023-01-09,1187.14,C H M Traders Nandini,MESS 2
2023-01-09,3339.49,Wholesale Flour,MESS 2
2023-01-10,1764.5,City Meat Center,CANTEEN
2023-01-10,3086.44,Priya Vegitables Chalai,CANTEEN
2023-01-10,449.01,Wholesale Flour,GUEST HOUSE
2023-01-10,2825.11,Milan Agencies,GUEST HOUSE
2023-01-10,445.39,Clean & Clear Services,GUEST HOUSE
2023-01-10,896.66,Priya Vegitables Chalai,MESS 1
2023-01-10,1363.36,Amma Vegitables,MESS 1
2023-01-10,3288.6,General Provision Store,MESS 2
2023-01-11,2928.33,C H M Traders Nandini,CANTEEN
2023-01-11,7720.29,Milan Agencies,CANTEEN
2023-01-11,347.11,Daily Fresh Milk,GUEST HOUSE
2023-01-11,3842.14,Baker Choice,GUEST HOUSE
2023-01-11,1167.08,Green Leaf Salads,MESS 1
2023-01-11,3676.27,C H M Traders Nandini,MESS 2
2023-01-11,875.76,Wholesale Flour,MESS 2
2023-01-12,2762.3,C H M Traders Nandini,CANTEEN
2023-01-12,872.31,Milan Agencies,CANTEEN
2023-01-12,3102.52,Blue Water Supplies,GUEST HOUSE
2023-01-12,40215.87,Milan Agencies,GUEST HOUSE
2023-01-12,3363.98,Milan Agencies,MESS 1
2023-01-12,9713.84,C H M Traders Nandini,MESS 2
2023-01-12,3096.19,Milan Agencies,MESS 2
2023-01-13,9037.12,Daily Fresh Milk,CANTEEN
2023-01-13,626.04,Green Leaf Salads,CANTEEN
2023-01-13,1090.9,Milan Agencies,GUEST HOUSE
2023-01-13,574.25,Priya Vegitables Chalai,MESS 1
2023-01-13,4650.15,Amma Vegitables,MESS 1
2023-01-13,6629.65,Spice World,MESS 2
2023-01-13,1499.52,Wholesale Flour,MESS 2
2023-01-14,9192.19,Spice World,CANTEEN
2023-01-14,1102.25,Wholesale Flour,CANTEEN
2023-01-14,2056.42,Spice World,GUEST HOUSE
2023-01-14,903.03,Wholesale Flour,GUEST HOUSE
2023-01-14,3289.22,Priya Vegitables Chalai,MESS 1
2023-01-14,1337.83,General Provision Store,MESS 1
2023-01-14,864.29,C H M Traders Nandini,MESS 2
2023-01-14,1339.9,General Provision Store,MESS 2
2023-01-14,721.29,Clean & Clear Services,MESS 2
2023-01-15,697.85,Priya Vegitables Chalai,CANTEEN
2023-01-15,310.84,Amma Vegitables,CANTEEN
2023-01-15,1087.62,C H M Traders Nandini,GUEST HOUSE
2023-01-15,438.86,Blue Water Supplies,GUEST HOUSE
2023-01-15,3446.49,Farm Fresh Poultry,GUEST HOUSE
2023-01-15,7602.11,C H M Traders Nandini,MESS 1
2023-01-15,4408.89,Milan Agencies,MESS 1
2023-01-15,20181.91,Spice World,MESS 2
2023-01-15,1096.58,General Provision Store,MESS 2
2023-01-16,904.02,Spice World,CANTEEN
2023-01-16,3574.73,Wholesale Flour,CANTEEN
2023-01-16,2531.54,Amma Vegitables,CANTEEN
2023-01-16,3735.24,Priya Vegitables Chalai,GUEST HOUSE
2023-01-16,1935.45,Amma Vegitables,GUEST HOUSE
2023-01-16,63163.71,Spice World,MESS 1
2023-01-16,868.82,Wholesale Flour,MESS 1
2023-01-16,5548.53,Green Leaf Salads,MESS 2
2023-01-16,348.09,Amma Vegitables,MESS 2
2023-01-17,16526.12,Priya Vegitables Chalai,CANTEEN
2023-01-17,251.61,Amma Vegitables,CANTEEN
2023-01-17,1569.64,Daily Fresh Milk,GUEST HOUSE
2023-01-17,3302.99,Baker Choice,GUEST HOUSE
2023-01-17,2411.15,General Provision Store,MESS 1
2023-01-17,2521.6,Green Leaf Salads,MESS 1
2023-01-17,223.89,Milan Agencies,MESS 1
2023-01-17,2393.45,Spice World,MESS 2
2023-01-17,2476.66,Wholesale Flour,MESS 2
2023-01-18,673.0,C H M Traders Nandini,CANTEEN
2023-01-18,2991.98,Milan Agencies,CANTEEN
2023-01-18,871.36,Green Leaf Salads,GUEST HOUSE
2023-01-18,19578.15,Priya Vegitables Chalai,MESS 1
2023-01-18,11582.2,Spice World,MESS 2
2023-01-18,1271.9,City Meat Center,MESS 2
2023-01-18,5579.45,Amma Vegitables,MESS 2
2023-01-19,26605.57,Wholesale Flour,CANTEEN
2023-01-19,1491.07,Baker Choice,CANTEEN
2023-01-19,10360.19,City Meat Center,CANTEEN
2023-01-19,5013.03,Spice World,GUEST HOUSE
2023-01-19,1274.9,Priya Vegitables Chalai,GUEST HOUSE
2023-01-19,3466.45,Milan Agencies,GUEST HOUSE
2023-01-19,444.28,Green Leaf Salads,MESS 1
2023-01-19,3750.93,City Meat Center,MESS 1
2023-01-19,39137.0,Wholesale Flour,MESS 2
2023-01-19,9884.41,Farm Fresh Poultry,MESS 2
2023-01-20,10823.5,Wholesale Flour,CANTEEN
2023-01-20,8465.66,Daily Fresh Milk,GUEST HOUSE
2023-01-20,4060.04,Baker Choice,GUEST HOUSE
2023-01-20,1994.47,Daily Fresh Milk,MESS 1
2023-01-20,8328.32,Green Leaf Salads,MESS 1
2023-01-20,414.91,City Meat Center,MESS 2
2023-01-21,6914.19,Wholesale Flour,CANTEEN
2023-01-21,1676.63,Milan Agencies,CANTEEN
2023-01-21,763.69,Clean & Clear Services,CANTEEN
2023-01-21,2516.02,Priya Vegitables Chalai,GUEST HOUSE
2023-01-21,9477.84,Amma Vegitables,GUEST HOUSE
2023-01-21,699.89,Priya Vegitables Chalai,MESS 1
2023-01-21,672.94,General Provision Store,MESS 1
2023-01-21,820.28,Clean & Clear Services,MESS 1
2023-01-21,20229.03,Spice World,MESS 2
2023-01-21,1323.37,Wholesale Flour,MESS 2
2023-01-22,3982.87,Clean & Clear Services,CANTEEN
2023-01-22,6500.71,Clean & Clear Services,GUEST HOUSE
2023-01-22,2385.66,Green Leaf Salads,MESS 1
2023-01-22,4323.28,Wholesale Flour,MESS 2
2023-01-22,23564.85,Baker Choice,MESS 2
2023-01-22,3070.08,Milan Agencies,MESS 2
2023-01-23,1335.92,Wholesale Flour,CANTEEN
2023-01-23,5518.97,Spice World,GUEST HOUSE
2023-01-23,2841.24,Wholesale Flour,GUEST HOUSE
2023-01-23,3108.84,Spice World,MESS 1
2023-01-23,1364.13,Wholesale Flour,MESS 1
2023-01-23,10988.87,Daily Fresh Milk,MESS 2
2023-01-23,477.12,Baker Choice,MESS 2
2023-01-24,545.81,Daily Fresh Milk,CANTEEN
2023-01-24,565.25,Baker Choice,CANTEEN
2023-01-24,798.86,Priya Vegitables Chalai,GUEST HOUSE
2023-01-24,41461.42,Amma Vegitables,GUEST HOUSE
2023-01-24,5357.78,C H M Traders Nandini,MESS 1
2023-01-24,3988.86,Milan Agencies,MESS 1
2023-01-24,1469.81,Daily Fresh Milk,MESS 2
2023-01-25,3892.49,Wholesale Flour,CANTEEN
2023-01-25,7606.6,Baker Choice,CANTEEN
2023-01-25,2724.17,Farm Fresh Poultry,CANTEEN
2023-01-25,2741.63,Spice World,GUEST HOUSE
2023-01-25,4468.82,Wholesale Flour,GUEST HOUSE
2023-01-25,1055.51,Daily Fresh Milk,MESS 1
2023-01-25,7386.88,Baker Choice,MESS 1
2023-01-25,985.4,C H M Traders Nandini,MESS 2
2023-01-25,291.01,Milan Agencies,MESS 2
2023-01-26,2342.98,C H M Traders Nandini,CANTEEN
2023-01-26,7026.48,Milan Agencies,CANTEEN
2023-01-26,7305.87,Spice World,GUEST HOUSE
2023-01-26,3430.94,Amma Vegitables,GUEST HOUSE
2023-01-26,27251.82,Spice World,MESS 1
2023-01-26,6170.5,Wholesale Flour,MESS 1
2023-01-26,561.25,Priya Vegitables Chalai,MESS 2
2023-01-26,3302.48,Amma Vegitables,MESS 2
2023-01-27,2300.51,Green Leaf Salads,CANTEEN
2023-01-27,1648.74,Blue Water Supplies,CANTEEN
2023-01-27,42217.42,Daily Fresh Milk,GUEST HOUSE
2023-01-27,7395.22,Baker Choice,GUEST HOUSE
2023-01-27,19076.32,C H M Traders Nandini,MESS 1
2023-01-27,2936.22,Milan Agencies,MESS 1
2023-01-27,18329.63,Wholesale Flour,MESS 2
2023-01-28,1257.59,Daily Fresh Milk,CANTEEN
2023-01-28,347.83,General Provision Store,CANTEEN
2023-01-28,1090.39,Clean & Clear Services,CANTEEN
2023-01-28,3868.33,Spice World,GUEST HOUSE
2023-01-28,3195.46,Farm Fresh Poultry,GUEST HOUSE
2023-01-28,6729.42,Priya Vegitables Chalai,MESS 1
2023-01-28,16171.85,Blue Water Supplies,MESS 1
2023-01-28,925.93,Wholesale Flour,MESS 1
2023-01-28,1174.24,Farm Fresh Poultry,MESS 2
2023-01-28,4054.27,Milan Agencies,MESS 2
2023-01-29,6474.51,Wholesale Flour,CANTEEN
2023-01-29,328.34,Farm Fresh Poultry,CANTEEN
2023-01-29,2665.55,General Provision Store,GUEST HOUSE
2023-01-29,5632.22,C H M Traders Nandini,MESS 1
2023-01-29,4422.82,Milan Agencies,MESS 1
2023-01-29,4265.19,C H M Traders Nandini,MESS 2
2023-01-29,278.29,Milan Agencies,MESS 2
2023-01-30,13530.66,C H M Traders Nandini,CANTEEN
2023-01-30,5446.78,Priya Vegitables Chalai,CANTEEN
2023-01-30,6250.31,Blue Water Supplies,CANTEEN
2023-01-30,1141.51,Priya Vegitables Chalai,GUEST HOUSE
2023-01-30,561.46,Amma Vegitables,GUEST HOUSE
2023-01-30,691.5,Daily Fresh Milk,MESS 1
2023-01-30,1335.01,Baker Choice,MESS 1
2023-01-30,1433.25,C H M Traders Nandini,MESS 2
2023-01-30,39949.2,Blue Water Supplies,MESS 2
2023-01-31,24306.39,Priya Vegitables Chalai,CANTEEN
2023-01-31,2824.64,Amma Vegitables,CANTEEN
2023-01-31,3130.41,C H M Traders Nandini,GUEST HOUSE
2023-01-31,272.16,Milan Agencies,GUEST HOUSE
2023-01-31,9989.09,Spice World,MESS 1
2023-01-31,14041.59,Baker Choice,MESS 1
2023-01-31,4789.07,Priya Vegitables Chalai,MESS 2
2023-01-31,6832.91,Amma Vegitables,MESS 2
2023-02-01,3294.44,Daily Fresh Milk,CANTEEN
2023-02-01,1589.0,Baker Choice,CANTEEN
2023-02-01,3356.75,Spice World,GUEST HOUSE
2023-02-01,721.44,Wholesale Flour,GUEST HOUSE
2023-02-01,9624.66,C H M Traders Nandini,MESS 1
2023-02-01,864.58,Milan Agencies,MESS 1
2023-02-01,3542.25,C H M Traders Nandini,MESS 2
2023-02-01,13619.19,Milan Agencies,MESS 2
2023-02-02,13156.5,Daily Fresh Milk,CANTEEN
2023-02-02,3218.31,Baker Choice,CANTEEN
2023-02-02,806.03,Wholesale Flour,GUEST HOUSE
2023-02-02,1054.13,Green Leaf Salads,GUEST HOUSE
2023-02-02,13324.43,Blue Water Supplies,GUEST HOUSE
2023-02-02,14108.91,C H M Traders Nandini,MESS 1
2023-02-02,2556.27,Green Leaf Salads,MESS 1
2023-02-02,3324.48,Spice World,MESS 2
2023-02-02,4660.02,Wholesale Flour,MESS 2
2023-02-03,8576.17,C H M Traders Nandini,CANTEEN
2023-02-03,4670.02,Milan Agencies,CANTEEN
2023-02-03,7311.98,Daily Fresh Milk,GUEST HOUSE
2023-02-03,8043.98,Blue Water Supplies,GUEST HOUSE
2023-02-03,17955.86,Farm Fresh Poultry,GUEST HOUSE
2023-02-03,2092.6,Priya Vegitables Chalai,MESS 1
2023-02-03,2384.17,Amma Vegitables,MESS 1
2023-02-03,1132.34,Priya Vegitables Chalai,MESS 2
2023-02-03,1716.88,Amma Vegitables,MESS 2
2023-02-04,386.96,Green Leaf Salads,CANTEEN
2023-02-04,4192.21,City Meat Center,CANTEEN
2023-02-04,19908.78,Clean & Clear Services,CANTEEN
2023-02-04,2183.91,Priya Vegitables Chalai,GUEST HOUSE
2023-02-04,5097.19,General Provision Store,GUEST HOUSE
2023-02-04,5472.97,Amma Vegitables,GUEST HOUSE
2023-02-04,20126.6,Daily Fresh Milk,MESS 1
2023-02-04,2177.26,Baker Choice,MESS 1
2023-02-04,2332.85,Priya Vegitables Chalai,MESS 2
2023-02-04,1175.57,Amma Vegitables,MESS 2
2023-02-05,12634.23,Wholesale Flour,CANTEEN
2023-02-05,1498.04,Priya Vegitables Chalai,CANTEEN
2023-02-05,336.43,Blue Water Supplies,GUEST HOUSE
2023-02-05,3634.13,Spice World,MESS 1
2023-02-05,1897.51,Wholesale Flour,MESS 1
2023-02-05,3476.23,Wholesale Flour,MESS 2
2023-02-05,386.2,Baker Choice,MESS 2
2023-02-05,7287.2,Amma Vegitables,MESS 2
2023-02-06,1858.55,Priya Vegitables Chalai,CANTEEN
2023-02-06,2724.54,Amma Vegitables,CANTEEN
2023-02-06,5274.96,Spice World,GUEST HOUSE
2023-02-06,767.23,Wholesale Flour,GUEST HOUSE
2023-02-06,29935.67,Priya Vegitables Chalai,MESS 1
2023-02-06,923.58,Amma Vegitables,MESS 1
2023-02-06,258.08,City Meat Center,MESS 2
2023-02-06,6796.63,Green Leaf Salads,MESS 2
2023-02-06,1079.44,General Provision Store,MESS 2
2023-02-07,2536.3,Priya Vegitables Chalai,CANTEEN
2023-02-07,19896.9,Amma Vegitables,CANTEEN
2023-02-07,6895.1,Spice World,GUEST HOUSE
2023-02-07,15008.88,Wholesale Flour,GUEST HOUSE
2023-02-07,308.56,Farm Fresh Poultry,MESS 1
2023-02-07,3755.19,Blue Water Supplies,MESS 2
2023-02-08,2487.94,Spice World,CANTEEN
2023-02-08,15433.46,Baker Choice,CANTEEN
2023-02-08,15545.11,C H M Traders Nandini,GUEST HOUSE
2023-02-08,7665.68,Milan Agencies,GUEST HOUSE
2023-02-08,6567.31,C H M Traders Nandini,MESS 1
2023-02-08,1652.06,Spice World,MESS 2
2023-02-08,2565.67,Wholesale Flour,MESS 2
2023-02-09,1340.68,Daily Fresh Milk,CANTEEN
2023-02-09,2046.34,Baker Choice,CANTEEN
2023-02-09,6325.15,Daily Fresh Milk,GUEST HOUSE
2023-02-09,3350.57,Baker Choice,GUEST HOUSE
2023-02-09,276.49,Green Leaf Salads,MESS 1
2023-02-09,4509.64,C H M Traders Nandini,MESS 2
2023-02-09,657.46,Wholesale Flour,MESS 2
2023-02-09,1443.99,Farm Fresh Poultry,MESS 2
2023-02-10,1564.2,Daily Fresh Milk,CANTEEN
2023-02-10,3662.98,Spice World,GUEST HOUSE
2023-02-10,33620.78,Wholesale Flour,GUEST HOUSE
2023-02-10,2193.83,C H M Traders Nandini,MESS 1
2023-02-10,2370.63,Milan Agencies,MESS 1
2023-02-10,3197.93,Daily Fresh Milk,MESS 2
2023-02-10,1066.43,Baker Choice,MESS 2
2023-02-11,839.11,C H M Traders Nandini,CANTEEN
2023-02-11,1007.72,Milan Agencies,CANTEEN
2023-02-11,3009.26,Spice World,GUEST HOUSE
2023-02-11,5787.32,Wholesale Flour,GUEST HOUSE
2023-02-11,6024.92,C H M Traders Nandini,MESS 1
2023-02-11,2720.59,Milan Agencies,MESS 1
2023-02-11,10140.33,Milan Agencies,MESS 2
2023-02-12,5582.45,City Meat Center,CANTEEN
2023-02-12,1902.22,Daily Fresh Milk,GUEST HOUSE
2023-02-12,1343.95,Baker Choice,GUEST HOUSE
2023-02-12,9469.42,C H M Traders Nandini,MESS 1
2023-02-12,838.89,Milan Agencies,MESS 1
2023-02-12,2081.34,Priya Vegitables Chalai,MESS 2
2023-02-12,17705.29,Amma Vegitables,MESS 2
2023-02-13,8950.19,Spice World,CANTEEN
2023-02-13,1474.0,Wholesale Flour,CANTEEN
2023-02-13,1474.84,C H M Traders Nandini,GUEST HOUSE
2023-02-13,3313.01,Milan Agencies,GUEST HOUSE
2023-02-13,374.75,Blue Water Supplies,MESS 1
2023-02-13,2875.41,Priya Vegitables Chalai,MESS 2
2023-02-13,1819.93,Amma Vegitables,MESS 2
2023-02-14,1018.88,C H M Traders Nandini,CANTEEN
2023-02-14,2297.93,Green Leaf Salads,CANTEEN
2023-02-14,1718.7,Clean & Clear Services,CANTEEN
2023-02-14,2716.4,Daily Fresh Milk,GUEST HOUSE
2023-02-14,6969.64,Baker Choice,GUEST HOUSE
2023-02-14,6339.56,Spice World,MESS 1
2023-02-14,4260.28,Wholesale Flour,MESS 1
2023-02-14,1183.99,Priya Vegitables Chalai,MESS 2
2023-02-14,4792.62,Amma Vegitables,MESS 2
2023-02-15,621.87,Priya Vegitables Chalai,CANTEEN
2023-02-15,2237.77,Amma Vegitables,CANTEEN
2023-02-15,5520.07,Priya Vegitables Chalai,GUEST HOUSE
2023-02-15,19990.39,Amma Vegitables,GUEST HOUSE
2023-02-15,1000.43,Daily Fresh Milk,MESS 1
2023-02-15,1913.59,Baker Choice,MESS 1
2023-02-15,1090.14,Blue Water Supplies,MESS 2
2023-02-15,936.39,Milan Agencies,MESS 2
2023-02-16,4154.82,Blue Water Supplies,CANTEEN
2023-02-16,2183.36,C H M Traders Nandini,GUEST HOUSE
2023-02-16,3015.59,Milan Agencies,GUEST HOUSE
2023-02-16,1786.45,Priya Vegitables Chalai,MESS 1
2023-02-16,2598.43,Amma Vegitables,MESS 1
2023-02-16,5910.57,Daily Fresh Milk,MESS 2
2023-02-16,4042.08,Baker Choice,MESS 2
2023-02-17,1689.25,Blue Water Supplies,CANTEEN
2023-02-17,936.59,General Provision Store,CANTEEN
2023-02-17,2765.39,Spice World,GUEST HOUSE
2023-02-17,1995.53,Priya Vegitables Chalai,MESS 1
2023-02-17,2703.4,Amma Vegitables,MESS 1
2023-02-17,4122.43,Spice World,MESS 2
2023-02-17,583.11,Wholesale Flour,MESS 2
2023-02-18,3915.65,Baker Choice,CANTEEN
2023-02-18,12332.52,Priya Vegitables Chalai,CANTEEN
2023-02-18,1302.24,C H M Traders Nandini,GUEST HOUSE
2023-02-18,1364.49,Spice World,GUEST HOUSE
2023-02-18,5307.6,Wholesale Flour,MESS 1
2023-02-18,5917.91,Clean & Clear Services,MESS 1
2023-02-18,2277.19,Daily Fresh Milk,MESS 2
2023-02-18,839.24,Baker Choice,MESS 2
2023-02-19,10687.7,Daily Fresh Milk,CANTEEN
2023-02-19,13398.92,Baker Choice,CANTEEN
2023-02-19,5109.06,City Meat Center,GUEST HOUSE
2023-02-19,2292.97,Priya Vegitables Chalai,GUEST HOUSE
2023-02-19,4181.76,Spice World,MESS 1
2023-02-19,8761.55,Wholesale Flour,MESS 1
2023-02-19,10366.89,Spice World,MESS 2
2023-02-19,1674.55,Farm Fresh Poultry,MESS 2
2023-02-19,3348.67,Milan Agencies,MESS 2
2023-02-20,770.05,C H M Traders Nandini,CANTEEN
2023-02-20,4088.71,Milan Agencies,CANTEEN
2023-02-20,19051.56,Spice World,GUEST HOUSE
2023-02-20,3945.16,General Provision Store,GUEST HOUSE
2023-02-20,5088.16,Daily Fresh Milk,MESS 1
2023-02-20,5170.43,Priya Vegitables Chalai,MESS 1
2023-02-20,1781.95,Milan Agencies,MESS 1
2023-02-20,1685.56,Daily Fresh Milk,MESS 2
2023-02-20,470.81,Baker Choice,MESS 2
2023-02-21,14039.03,Amma Vegitables,CANTEEN
2023-02-21,2675.84,Clean & Clear Services,CANTEEN
2023-02-21,1357.27,Spice World,GUEST HOUSE
2023-02-21,823.73,Daily Fresh Milk,MESS 1
2023-02-21,1280.13,Baker Choice,MESS 1
2023-02-21,525.99,Spice World,MESS 2
2023-02-21,1258.12,Wholesale Flour,MESS 2
2023-02-22,3649.75,C H M Traders Nandini,CANTEEN
2023-02-22,1687.09,Milan Agencies,CANTEEN
2023-02-22,14020.26,C H M Traders Nandini,GUEST HOUSE
2023-02-22,5900.82,Baker Choice,GUEST HOUSE
2023-02-22,545.67,Daily Fresh Milk,MESS 1
2023-02-22,9682.33,Baker Choice,MESS 1
2023-02-22,911.82,Wholesale Flour,MESS 2
2023-02-22,2511.73,Green Leaf Salads,MESS 2
2023-02-22,10200.25,Milan Agencies,MESS 2
2023-02-23,540.1,Spice World,CANTEEN
2023-02-23,2920.04,Daily Fresh Milk,CANTEEN
2023-02-23,2805.9,Blue Water Supplies,CANTEEN
2023-02-23,2139.59,Priya Vegitables Chalai,GUEST HOUSE
2023-02-23,169.73,Amma Vegitables,GUEST HOUSE
2023-02-23,14669.63,Spice World,MESS 1
2023-02-23,2145.52,Priya Vegitables Chalai,MESS 1
2023-02-23,3171.09,General Provision Store,MESS 1
2023-02-23,1568.53,Priya Vegitables Chalai,MESS 2
2023-02-23,37147.87,Amma Vegitables,MESS 2
2023-02-24,7119.53,City Meat Center,CANTEEN
2023-02-24,3632.82,General Provision Store,CANTEEN
2023-02-24,18880.06,C H M Traders Nandini,GUEST HOUSE
2023-02-24,21964.79,General Provision Store,GUEST HOUSE
2023-02-24,5153.23,Milan Agencies,GUEST HOUSE
2023-02-24,1554.87,C H M Traders Nandini,MESS 1
2023-02-24,4403.69,Spice World,MESS 1
2023-02-24,1523.08,Daily Fresh Milk,MESS 1
2023-02-24,4448.71,City Meat Center,MESS 2
2023-02-24,4495.57,Baker Choice,MESS 2
2023-02-24,2028.76,Green Leaf Salads,MESS 2
2023-02-25,908.87,Daily Fresh Milk,CANTEEN
2023-02-25,18310.56,Baker Choice,CANTEEN
2023-02-25,85622.66,C H M Traders Nandini,GUEST HOUSE
2023-02-25,2342.15,Milan Agencies,GUEST HOUSE
2023-02-25,1055.86,General Provision Store,MESS 1
2023-02-25,743.54,City Meat Center,MESS 1
2023-02-25,7380.15,Amma Vegitables,MESS 1
2023-02-25,10706.97,C H M Traders Nandini,MESS 2
2023-02-25,2180.19,Milan Agencies,MESS 2
2023-02-26,10352.23,C H M Traders Nandini,CANTEEN
2023-02-26,7186.19,Daily Fresh Milk,CANTEEN
2023-02-26,963.46,Wholesale Flour,CANTEEN
2023-02-26,1247.66,Baker Choice,GUEST HOUSE
2023-02-26,384.5,Farm Fresh Poultry,GUEST HOUSE
2023-02-26,1955.56,Clean & Clear Services,GUEST HOUSE
2023-02-26,3171.08,Green Leaf Salads,MESS 1
2023-02-26,1242.14,Spice World,MESS 2
2023-02-26,1219.74,Wholesale Flour,MESS 2
2023-02-27,321.48,Farm Fresh Poultry,CANTEEN
2023-02-27,3938.64,General Provision Store,CANTEEN
2023-02-27,2433.39,C H M Traders Nandini,GUEST HOUSE
2023-02-27,210.51,Milan Agencies,GUEST HOUSE
2023-02-27,9389.53,C H M Traders Nandini,MESS 1
2023-02-27,2302.82,Green Leaf Salads,MESS 2
2023-02-27,17195.11,Amma Vegitables,MESS 2
2023-02-28,3130.78,Priya Vegitables Chalai,CANTEEN
2023-02-28,2161.04,Amma Vegitables,CANTEEN
2023-02-28,632.0,Amma Vegitables,GUEST HOUSE
2023-02-28,590.39,Priya Vegitables Chalai,MESS 1
2023-02-28,977.39,Amma Vegitables,MESS 1
2023-02-28,1995.65,Clean & Clear Services,MESS 2
2023-03-01,1312.7,Priya Vegitables Chalai,CANTEEN
2023-03-01,12924.3,Amma Vegitables,CANTEEN
2023-03-01,19739.58,Priya Vegitables Chalai,GUEST HOUSE
2023-03-01,2092.64,Daily Fresh Milk,MESS 1
2023-03-01,11861.77,Baker Choice,MESS 1
2023-03-01,23279.41,Spice World,MESS 2
2023-03-01,4343.96,Wholesale Flour,MESS 2
2023-03-02,1719.99,C H M Traders Nandini,CANTEEN
2023-03-02,4804.68,Milan Agencies,CANTEEN
2023-03-02,1628.76,Spice World,GUEST HOUSE
2023-03-02,7742.83,Green Leaf Salads,GUEST HOUSE
2023-03-02,3188.11,General Provision Store,GUEST HOUSE
2023-03-02,1991.76,C H M Traders Nandini,MESS 1
2023-03-02,1522.16,Daily Fresh Milk,MESS 1
2023-03-02,10081.87,Priya Vegitables Chalai,MESS 1
2023-03-02,3957.13,Daily Fresh Milk,MESS 2
2023-03-02,27336.95,Baker Choice,MESS 2
2023-03-03,2688.25,Priya Vegitables Chalai,CANTEEN
2023-03-03,8986.48,Amma Vegitables,CANTEEN
2023-03-03,18018.69,Priya Vegitables Chalai,GUEST HOUSE
